111111111252323444535,M2 U' M U2 M' U' M2 (Ub Perm)
111111111323434555242,M2 U' M U2 M' U' M2 (Ub Perm)
111111111442325254533,R' U R' U' R D' R' D R' U D' R2 U' R2 D R2 (V Perm)
111111111553432325244,R' U R' U' R D' R' D R' U D' R2 U' R2 D R2 (V Perm)
111111111224543432355,R' U R' U' R D' R' D R' U D' R2 U' R2 D R2 (V Perm)
111111111335254543422,R' U R' U' R D' R' D R' U D' R2 U' R2 D R2 (V Perm)
111111111442355234523,F R U' R' U' R U R' F' R U R' U' R' F R F' (Y Perm)
111111111553422345234,F R U' R' U' R U R' F' R U R' U' R' F R F' (Y Perm)
111111111224533452345,F R U' R' U' R U R' F' R U R' U' R' F R F' (Y Perm)
111111111335344523452,F R U' R' U' R U R' F' R U R' U' R' F R F' (Y Perm)
111111111323454545232,M' U M2 U M2 U M' U2 M2 (Z Perm)
111111111434525252343,M' U M2 U M2 U M' U2 M2 (Z Perm)
111111111545232323454,M' U M2 U M2 U M' U2 M2 (Z Perm)
111111111252343434525,M' U M2 U M2 U M' U2 M2 (Z Perm)
